Variable_Numerica,Variable_Categorica,SOP_F,SOP_P,Cat_F,Cat_P,Interaction_F,Interaction_P,Interaction_Sig,n
Ciclo (R/I),Pérdida Cabello (S/N),98.94136325255569,1.6832839686083501e-21,0.6198477443101735,0.43145316241058684,6.062782795300961,0.014120725381994005,Sí,538
Duración Ciclo (días),Pérdida Cabello (S/N),17.9494658338358,2.6720801646106815e-05,0.39704692070725767,0.528887835877375,1.2172862687910326,0.27039083002015085,No,538
Años Casada,Pérdida Cabello (S/N),8.724222863449208,0.0032784572749774933,1.5421521604204158,0.21484288913811986,0.17381849287339507,0.6769077948254625,No,538
Embarazada (S/N),Pérdida Cabello (S/N),0.474168648500545,0.4913746648122862,0.4290021480601394,0.5127610171126055,7.924963777208481,0.005055773704670143,Sí,538
Número Abortos,Pérdida Cabello (S/N),1.7138311741418986,0.19105208875153215,0.0002633295749596877,0.9870590111356637,0.34877048739749056,0.5550598010859453,No,538
beta-HCG I (mUI/mL),Pérdida Cabello (S/N),0.6738626448652792,0.4120744502853756,1.1865295231315043,0.276522036241718,1.9933174653702255,0.15857687079953867,No,538
beta-HCG II (mUI/mL),Pérdida Cabello (S/N),5.20960962955817e-07,0.9994243754828717,1.6734420777961598,0.19635739446986863,1.5343406286050494,0.21600637358500288,No,538
FSH (mUI/mL),Pérdida Cabello (S/N),0.08551314058679212,0.7700742853574815,0.05488137246225803,0.8148669221534337,3.3270986866354346,0.0687057173147495,No,538
LH (mUI/mL),Pérdida Cabello (S/N),5.208495603016188,0.022869223865364777,4.677303148709555,0.031006865013747942,0.9834845320672427,0.32178918944841184,No,538
Ratio FSH/LH,Pérdida Cabello (S/N),0.9306729811237809,0.33512478364285936,0.3112915684661359,0.5771225325757248,0.4405692790572353,0.5071342759868772,No,538
Cadera (pulg),Pérdida Cabello (S/N),15.949186656381224,7.41859934967151e-05,0.5697459576366505,0.45069264020601474,10.999894641701419,0.0009731535770977012,Sí,538
Cintura (pulg),Pérdida Cabello (S/N),14.793930705940468,0.0001343978374376325,0.01040590041799371,0.9187875734512578,3.537009728016963,0.06055750947009717,No,538
Ratio Cintura-Cadera,Pérdida Cabello (S/N),0.00044330980892642614,0.9832097074334801,2.328450446458656,0.12762030642265187,7.530961477074532,0.006268816091653681,Sí,538
TSH (mUI/L),Pérdida Cabello (S/N),0.4170724106168886,0.5186788927031611,2.5811401313477065,0.10873486119624545,7.835838335419704,0.005307306884228274,Sí,538
AMH (ng/mL),Pérdida Cabello (S/N),36.53345275252964,2.8189640059074485e-09,3.35457454632157,0.06757542986184176,0.2567273677257508,0.6125866068062192,No,538
Prolactina (ng/mL),Pérdida Cabello (S/N),0.19680332663835381,0.6574932656743693,4.31334054600977,0.03829219608119181,0.018809356947873918,0.8909661304930252,No,538
Vitamina D3 (ng/mL),Pérdida Cabello (S/N),0.656603945481726,0.418122402444407,1.9954255123090265,0.15835728259764723,3.0608090652708007,0.08077615978133791,No,538
Progesterona (ng/mL),Pérdida Cabello (S/N),0.8376942642970858,0.3604701516946256,0.2076284038678062,0.648817849771678,0.09219422140546925,0.7615242397139781,No,538
Glucosa (mg/dl),Pérdida Cabello (S/N),0.6725236102323129,0.4125390353692582,3.3458673205649903,0.06793144930578954,1.6517707564154638,0.19927522344932402,No,538
Aumento Peso (S/N),Pérdida Cabello (S/N),113.95749544439639,3.0356081292316947e-24,21.11367013577503,5.406397793768199e-06,2.296772823447448,0.13023480031063445,No,538
Crecimiento Vello (S/N),Pérdida Cabello (S/N),136.13749742510635,3.5374150182314717e-28,11.636877017628308,0.0006955351371541746,12.985095660676365,0.00034334656107680434,Sí,538
Oscurecimiento Piel (S/N),Pérdida Cabello (S/N),148.4104727596756,2.689717591021833e-30,1.305715530127476,0.2536839072809856,0.05191930893321646,0.8198437833421894,No,538
Acné (S/N),Pérdida Cabello (S/N),36.855669798145755,2.4150572099337973e-09,23.72976437127041,1.4630267038904559e-06,2.9727208891371517,0.0852580511762049,No,538
Comida Rápida (S/N),Pérdida Cabello (S/N),76.69804077887082,2.635425287745487e-17,28.351106001393585,1.4930397759070984e-07,0.451658103704483,0.5018392550993291,No,538
Ejercicio Regular (S/N),Pérdida Cabello (S/N),2.01215792897716,0.15662656666871086,0.09836767329545938,0.753919826906112,3.755977117925141,0.05314579116288515,No,538
Presión Sistólica (mmHg),Pérdida Cabello (S/N),0.001965762183241879,0.9646524193533582,2.291898146854468,0.13064241702104626,0.23220076132842157,0.6300942038522754,No,538
Presión Diastólica (mmHg),Pérdida Cabello (S/N),0.8456921303264052,0.3581890917325077,0.0828265753345518,0.7736145069148819,1.0082901734595404,0.3157675947590054,No,538
Num Folículos (I),Pérdida Cabello (S/N),299.56860774604206,1.3210859293344445e-53,0.08032964170290631,0.7769610320076876,0.21125079858580362,0.6459758611351152,No,538
Num Folículos (D),Pérdida Cabello (S/N),390.1267694202056,1.3406595027504327e-65,3.018753446031585,0.08288325593790492,0.15776489947750844,0.6913814164903926,No,538
Tamaño Folículo Prom (I) (mm),Pérdida Cabello (S/N),10.318207113473168,0.0013966323399620313,1.8933093885476242,0.16940591489293605,0.31021603934624997,0.5777810008564388,No,538
Tamaño Folículo Prom (D) (mm),Pérdida Cabello (S/N),5.8952732286881435,0.015510922185629423,2.2950834987246553,0.13037589913087924,1.0882716495524665,0.29732650379554393,No,538
Endometrio (mm),Pérdida Cabello (S/N),3.450900284622629,0.06376756133505608,11.373988213519675,0.0007987927042240195,1.9721926438363981,0.1607966696949353,No,538
Edad (años),Acné (S/N),15.638382478679105,8.701691047921865e-05,0.12792898241877096,0.7207304024624182,0.0001315407385756931,0.9908534494431523,No,538
Peso (Kg),Acné (S/N),23.717401720729317,1.4720513524386443e-06,0.03361448096046237,0.8545988624489104,7.627131756799399,0.005947646159731043,Sí,538
Altura (cm),Acné (S/N),1.7706718296597497,0.1838668759505271,1.016854011684251,0.3137231104451954,4.292371183653063,0.03876324400931691,Sí,538
IMC,Acné (S/N),21.439001529036673,4.592328563754993e-06,0.03130977688882321,0.8596181412037165,3.575280609281983,0.05918659988124257,No,538
Grupo Sanguíneo,Acné (S/N),0.40552198157568,0.5245240523219954,0.3822074981560839,0.5366877696398782,0.01004483203629765,0.9202041800543113,No,538
Frecuencia Cardiaca (lpm),Acné (S/N),5.133452921932289,0.02386856336687147,0.4906077865253643,0.4839613669536078,0.17529319907996904,0.6756181294261601,No,538
Frecuencia Respiratoria (rpm),Acné (S/N),0.4683014902073105,0.4940664776437166,0.23870363069982087,0.6253445678841045,0.17530687268899525,0.6756062014172395,No,538
Hemoglobina (g/dl),Acné (S/N),3.3002108043011686,0.06983147487339347,0.6766771434767188,0.41110045986122623,6.421251939558162,0.011560974729682982,Sí,538
Ciclo (R/I),Acné (S/N),94.17987014304437,1.2901303104940638e-20,0.04612825113427576,0.8300248295933499,0.5033441827145542,0.4783440434435532,No,538
Duración Ciclo (días),Acné (S/N),16.059137009874604,7.011937089679137e-05,0.0007864051523639514,0.9776383992163018,1.071076445394545,0.30117087101296297,No,538
Años Casada,Acné (S/N),10.73226639967487,0.0011211852311733609,4.4772532675008065,0.03481107230938045,1.2853207955150134,0.2574207733323018,No,538
Embarazada (S/N),Acné (S/N),1.7895798281537287,0.18154679734304732,7.49077702529857,0.00640822651107308,0.22660501168775943,0.6342473600406671,No,538
Número Abortos,Acné (S/N),0.6771161015810095,0.41094885943652537,2.5122456351746494,0.11355683879981461,0.006293096055980593,0.9368006296470469,No,538
beta-HCG I (mUI/mL),Acné (S/N),0.3422177729209584,0.5587989655783311,0.007964728523112152,0.9289204036477405,0.119021016941139,0.7302345517991231,No,538
beta-HCG II (mUI/mL),Acné (S/N),0.0019563716468258903,0.9647368936556622,0.3867478058539513,0.5342792818818243,2.0938357043406812,0.14848109103279838,No,538
FSH (mUI/mL),Acné (S/N),0.255397119122235,0.6135086966458396,0.40309061678413866,0.5257693613590169,0.920885295473739,0.3376769177326787,No,538
LH (mUI/mL),Acné (S/N),3.9428737897124377,0.04758127336042132,0.2540154021472025,0.6144696612216975,0.33868132898464015,0.5608369763337654,No,538
Ratio FSH/LH,Acné (S/N),0.8647809993971816,0.3528243985941748,0.08924819074133564,0.7652513285576893,2.229141991334295,0.13601961389717665,No,538
Cadera (pulg),Acné (S/N),18.738542664249564,1.790510326754979e-05,4.245442167655419,0.039839662891739715,2.1752995049766906,0.14083153007944155,No,538
Cintura (pulg),Acné (S/N),14.756813130859946,0.00013699650859364296,0.10033713142147146,0.7515492310347016,0.0519972657921298,0.8197109122462716,No,538
Ratio Cintura-Cadera,Acné (S/N),0.481556321596017,0.48801996919919954,10.843474093349089,0.0010570807492681707,11.973070303060918,0.0005829165328481008,Sí,538
TSH (mUI/L),Acné (S/N),0.005593919487433319,0.9404078109448806,0.9316180793357285,0.33487972105451547,0.6692521226103837,0.4136773568201777,No,538
AMH (ng/mL),Acné (S/N),36.346578493763914,3.0836498330323243e-09,0.28766053603030023,0.5919469785108344,0.018604421601922987,0.891558039283874,No,538
Prolactina (ng/mL),Acné (S/N),0.051189938900500734,0.8210920526543667,0.2821955390956053,0.5954866624291606,1.0588442124947204,0.3039447912972238,No,538
Vitamina D3 (ng/mL),Acné (S/N),0.30157245292101115,0.5831278635481291,0.0003178798719339853,0.9857817808662899,0.6718529386826091,0.4127720193047719,No,538
Progesterona (ng/mL),Acné (S/N),0.4257413033894239,0.5143668333089234,1.2476274409179173,0.264508416417364,0.4334630739528667,0.5105782899797465,No,538
Glucosa (mg/dl),Acné (S/N),2.279340941354251,0.13169902828650745,1.9684438874725134,0.16119428621341855,0.0075442999442462575,0.9308169994098503,No,538
Aumento Peso (S/N),Acné (S/N),101.66460523964287,5.290175930328695e-22,12.278263285651613,0.0004967318833606199,0.853057901732407,0.35610585293769936,No,538
Crecimiento Vello (S/N),Acné (S/N),132.58371344712805,1.4782742916110297e-27,0.3708787308678928,0.5427846609665429,0.16581710087150014,0.6840195351044829,No,538
Oscurecimiento Piel (S/N),Acné (S/N),139.74932249837397,8.335965598764574e-29,0.7600239648370014,0.38371281033441096,1.5167195785614753,0.21865866573717876,No,538
Pérdida Cabello (S/N),Acné (S/N),7.178403024223436,0.007606236611359967,23.692474566196694,1.4904187690243693e-06,2.1289026455783624,0.1451321597672183,No,538
Comida Rápida (S/N),Acné (S/N),63.97843559500974,7.856957292496812e-15,24.458692953887713,1.0185233109562055e-06,0.15046173538410262,0.6982490714677871,No,538
Ejercicio Regular (S/N),Acné (S/N),0.7403481804686851,0.38993550807894983,2.869033361352185,0.09088222577951034,13.839276086278527,0.00022021497258090304,Sí,538
Presión Sistólica (mmHg),Acné (S/N),0.03489296940576333,0.8518910585799739,2.008251764429409,0.15702866338166693,0.9893543124339865,0.3203507309764818,No,538
Presión Diastólica (mmHg),Acné (S/N),0.6830667972409767,0.40890180166543144,0.004469070623549158,0.9467252575627746,0.41465022950803887,0.5198950861892884,No,538
Num Folículos (I),Acné (S/N),280.5683186418234,6.36430483231277e-51,0.037930871569483444,0.8456560892347227,0.2334769697558464,0.6291556544558219,No,538
Num Folículos (D),Acné (S/N),351.21449802752056,1.3459907275171843e-60,0.2596552808824372,0.6105675931891966,0.10006620605646613,0.751873811085273,No,538
Tamaño Folículo Prom (I) (mm),Acné (S/N),9.068643548568915,0.0027233945764486805,0.19098275500342599,0.6622765997480147,0.2670201714176912,0.6055516431028801,No,538
Tamaño Folículo Prom (D) (mm),Acné (S/N),6.30008587151729,0.012367867132520973,1.9804900147897524,0.1599205769255507,3.877770442696079,0.049446064489333245,Sí,538
Endometrio (mm),Acné (S/N),5.355650735312133,0.02103380720696587,0.026280506786324924,0.8712784769268391,0.46473861364389235,0.49571321568429283,No,538
Edad (años),Comida Rápida (S/N),15.947301364241277,7.425776110511869e-05,0.5281083302381601,0.4677216774806884,0.390110755828298,0.5325079541407789,No,538
Peso (Kg),Comida Rápida (S/N),15.417250600816146,9.749037708953121e-05,4.596223408290498,0.03249337021834279,4.464546223657196,0.035068670356993244,Sí,538
Altura (cm),Comida Rápida (S/N),2.3797277316261662,0.1235113356414473,0.0006266160885651789,0.9800385506147476,0.633702741028921,0.4263541026032064,No,538
IMC,Comida Rápida (S/N),12.817994977908793,0.0003746142190472337,5.091294921729702,0.02444981063727625,6.593594267483665,0.010505572109065622,Sí,538
Grupo Sanguíneo,Comida Rápida (S/N),1.6853295577246172,0.19477818484955955,1.7942506421120523,0.18097891889713735,0.13516925388419254,0.7132771282204344,No,538
Frecuencia Cardiaca (lpm),Comida Rápida (S/N),3.140550026581889,0.07693818703982103,0.3233811795093967,0.5698218001938888,0.1373498887277679,0.7110768886093362,No,538
Frecuencia Respiratoria (rpm),Comida Rápida (S/N),0.10927326596244992,0.7411026904575901,8.684268817324964,0.0033499128301394737,0.05900214439017132,0.8081733717414538,No,538
Hemoglobina (g/dl),Comida Rápida (S/N),2.4718176579335385,0.11649610418959348,1.0576560028155286,0.30421600217739736,0.8005296429892438,0.37133815733020725,No,538
Ciclo (R/I),Comida Rápida (S/N),79.90069268321473,6.409144161481806e-18,1.6771450221355888,0.1958638655872774,1.841384871416839,0.17536202142112922,No,538
Duración Ciclo (días),Comida Rápida (S/N),14.098482406023953,0.0001925331933070983,0.08305466784302105,0.7733115425295789,0.03228561459766906,0.8574703994076242,No,538
Años Casada,Comida Rápida (S/N),8.385743764894134,0.003936655565439977,0.7504131935653301,0.38673448509000774,0.09345528239194555,0.7599487304064994,No,538
Embarazada (S/N),Comida Rápida (S/N),1.3853814560408795,0.23971097386514256,2.8007594153073647,0.09480529042006225,0.6059831841671335,0.4366490235454875,No,538
Número Abortos,Comida Rápida (S/N),0.5640875483738115,0.4529488212457178,1.5404777366838656,0.2150916547866469,0.08977783727025229,0.7645763685863728,No,538
beta-HCG I (mUI/mL),Comida Rápida (S/N),0.8704737458878337,0.3512458407244454,0.801372950135302,0.37108652294804845,2.070562844204426,0.15075196057889362,No,538
beta-HCG II (mUI/mL),Comida Rápida (S/N),0.04244172502841626,0.8368585746977704,0.0003275127453784733,0.9855679809684949,0.2512062720546922,0.6164335239636971,No,538
FSH (mUI/mL),Comida Rápida (S/N),0.003270861601486408,0.95441408457256,0.9288668194867911,0.33559378764916137,0.00020400038494943355,0.9886096402673706,No,538
LH (mUI/mL),Comida Rápida (S/N),2.605276674190198,0.1070992811823332,0.17761252493736548,0.6736026649768028,0.9914525432525122,0.3198385923738255,No,538
Ratio FSH/LH,Comida Rápida (S/N),0.16153143451553664,0.6879112658768671,1.1507372331338706,0.2838794064558938,0.3641942972172903,0.546442254302463,No,538
Cadera (pulg),Comida Rápida (S/N),11.218791621636706,0.0008669175586185308,0.5700200846003546,0.45058378442698044,16.11724751442259,6.806175555577327e-05,Sí,538
Cintura (pulg),Comida Rápida (S/N),8.389835711452303,0.003927941919066817,3.795224937604238,0.05192248597162296,5.1027953172657154,0.024289804023804294,Sí,538
Ratio Cintura-Cadera,Comida Rápida (S/N),0.31273774025135365,0.5762394947282297,4.277896588749179,0.039091948429082764,10.731349239531216,0.0011217300098067355,Sí,538
TSH (mUI/L),Comida Rápida (S/N),0.3532045569877608,0.5525563877661568,0.45029334559795586,0.5024858256202256,0.5774968188476168,0.4476305276236954,No,538
AMH (ng/mL),Comida Rápida (S/N),26.264881002368533,4.166814523884658e-07,5.0432687689217195,0.02512995869785834,0.7014726647346061,0.4026639865524465,No,538
Prolactina (ng/mL),Comida Rápida (S/N),0.023945900480579884,0.8770811134933024,0.046447743340722686,0.8294462490994782,0.9596701546129912,0.3277135970352453,No,538
Vitamina D3 (ng/mL),Comida Rápida (S/N),0.14388891359369313,0.704595901674846,0.14429591373423692,0.704198126908377,2.1727701933975054,0.14106224004445794,No,538
Progesterona (ng/mL),Comida Rápida (S/N),0.5436313964516859,0.4612554790033796,0.26368928305714,0.6078092138134208,0.10347929277270018,0.7478195125710139,No,538
Glucosa (mg/dl),Comida Rápida (S/N),0.9119799757196799,0.3400217178025561,0.09298965634443074,0.7605291003737369,4.4862912497878495,0.03462906206573055,Sí,538
Aumento Peso (S/N),Comida Rápida (S/N),74.5261135172191,6.907030405745461e-17,35.140104861940316,5.5096122185638676e-09,1.7489738165695063,0.18657190565735152,No,538
Crecimiento Vello (S/N),Comida Rápida (S/N),103.20301269568373,2.757402769839787e-22,11.829546053581621,0.0006285409119375429,9.471698420028567,0.0021937706552007472,Sí,538
Oscurecimiento Piel (S/N),Comida Rápida (S/N),102.93045817820676,3.0944277394985107e-22,19.266775869395858,1.370553777869375e-05,1.5721210872427342,0.2104478705127429,No,538
Pérdida Cabello (S/N),Comida Rápida (S/N),3.555836092229326,0.05987894137462078,28.329592333403898,1.5088780753759808e-07,0.04610018549120217,0.8300757547563764,No,538
Acné (S/N),Comida Rápida (S/N),21.097663443250752,5.4500098920413956e-06,24.45266054664726,1.0215769244541143e-06,0.01872071721339578,0.89122174085145,No,538
Ejercicio Regular (S/N),Comida Rápida (S/N),0.7676411045197922,0.3813417320709459,1.1217028401743312,0.29003090885267074,5.570339868136762,0.018625863998056554,Sí,538
Presión Sistólica (mmHg),Comida Rápida (S/N),0.07343494193161537,0.7865043448202416,1.5657986956448229,0.2113660973669268,0.10695405877978226,0.7437670605908006,No,538
Presión Diastólica (mmHg),Comida Rápida (S/N),0.051973066171111,0.8197521473006442,2.368942481223273,0.12436319199248214,2.8135677030723816,0.09405547256045965,No,538
Num Folículos (I),Comida Rápida (S/N),264.2403679522205,1.4462130985470924e-48,0.030480853514755626,0.8614698111984286,0.0011492946928172213,0.9729685649153127,No,538
Num Folículos (D),Comida Rápida (S/N),331.00128303237267,6.535895064651386e-58,2.8282386486378313e-05,0.995758761303886,0.06199600559237779,0.8034642751006762,No,538
Tamaño Folículo Prom (I) (mm),Comida Rápida (S/N),8.671670630095555,0.003372771799610064,0.182869218841139,0.6690913789001565,0.0033755351246297794,0.953691221602741,No,538
Tamaño Folículo Prom (D) (mm),Comida Rápida (S/N),3.850616555345969,0.05024658378494695,0.028034705321294852,0.867090644044467,2.97692086057774,0.08503834867357804,No,538
Endometrio (mm),Comida Rápida (S/N),1.8696010472237998,0.1720960238541067,5.729543323255725,0.01702596825767462,1.3559138849622557e-05,0.9970633525503715,No,538
Edad (años),Ejercicio Regular (S/N),16.032036098251975,7.110033843233159e-05,0.17452007553876217,0.6762934459991545,4.419271982199318,0.03600284972460152,Sí,538
Peso (Kg),Ejercicio Regular (S/N),27.316665912765355,2.481675377475077e-07,3.510546786407428,0.06152523664535413,1.7566118908555952,0.18561443886601517,No,538
Altura (cm),Ejercicio Regular (S/N),2.752235937519714,0.09770570095384898,0.09191134556952485,0.7618792652191841,0.08084325081735176,0.7762681193816866,No,538
IMC,Ejercicio Regular (S/N),24.16620067704309,1.1777081746005652e-06,4.785102866109601,0.02913979282088147,2.442147293664764,0.11870684406076959,No,538
Grupo Sanguíneo,Ejercicio Regular (S/N),0.5795339464505899,0.4468311027958639,2.120085507161248,0.14596609551844159,0.007779246891572502,0.9297507522411947,No,538
Frecuencia Cardiaca (lpm),Ejercicio Regular (S/N),4.896942181867828,0.027326445104270788,1.0155789417483898,0.314026412904782,0.2392205635090926,0.6249704565183876,No,538
Frecuencia Respiratoria (rpm),Ejercicio Regular (S/N),0.8580621919810631,0.35469998875327824,1.2960144114845065,0.25545299845635955,0.06978610143227007,0.791750390812155,No,538
Hemoglobina (g/dl),Ejercicio Regular (S/N),4.437897320650469,0.03561541523407191,0.07160316960259087,0.7891200303610199,0.2167255825626326,0.6417360698091321,No,538
Ciclo (R/I),Ejercicio Regular (S/N),106.15697553398626,7.928212275227568e-23,0.5243236997074554,0.46932022388183225,9.500638514012262,0.0021600396363341857,Sí,538
Duración Ciclo (días),Ejercicio Regular (S/N),18.037881242881298,2.554691353547876e-05,0.7654023157980465,0.38203646457699003,3.7051210308691207,0.054776626239198024,No,538
Años Casada,Ejercicio Regular (S/N),8.201921424627047,0.004349164200358041,2.13321092014219,0.14472663649311973,0.9994341067099864,0.3179002645720861,No,538
Embarazada (S/N),Ejercicio Regular (S/N),0.22448868239020056,0.6358344983368884,3.075677878565954,0.08004511802210751,0.1402684347476229,0.7081629776866536,No,538
Número Abortos,Ejercicio Regular (S/N),1.6220035265981898,0.2033667250232406,0.751975675330083,0.386240930501454,0.02164704356424678,0.883085460488832,No,538
beta-HCG I (mUI/mL),Ejercicio Regular (S/N),0.48162775200835367,0.4879877195309451,0.9388336842184278,0.3330166101189461,0.06647156441361776,0.7966445381434859,No,538
beta-HCG II (mUI/mL),Ejercicio Regular (S/N),0.05161729654057626,0.8203595320803186,0.002466408828754112,0.9604095494512594,0.13828828440803856,0.7101361704166671,No,538
FSH (mUI/mL),Ejercicio Regular (S/N),0.16631324987331364,0.6835727926659398,1.371581819580361,0.24206260796078807,0.4580809393173754,0.4988152860642975,No,538
LH (mUI/mL),Ejercicio Regular (S/N),3.4626448595525985,0.06331922997123432,0.9520360680941705,0.3296433701883802,0.013885488648201324,0.9062413559156254,No,538
Ratio FSH/LH,Ejercicio Regular (S/N),0.819216172905335,0.3658176097138771,0.20590380927725552,0.6501814313145864,0.01724887168447108,0.8955598022861607,No,538
Cadera (pulg),Ejercicio Regular (S/N),15.596888720924325,8.889168992367386e-05,0.8788513225109846,0.34894027971358044,4.684794706724156,0.03087315468021063,Sí,538
Cintura (pulg),Ejercicio Regular (S/N),16.23811877716109,6.397494205525902e-05,3.3877238367367073,0.06623821900057135,0.43346201607746104,0.5105788056858855,No,538
Ratio Cintura-Cadera,Ejercicio Regular (S/N),0.13133990171164764,0.7171901910658209,3.4300825393116026,0.06457061102867032,7.443530586825421,0.006576206051840995,Sí,538
TSH (mUI/L),Ejercicio Regular (S/N),0.11600705503885214,0.733540122721116,0.15918929955935132,0.6900635102766389,1.41203099435457,0.23524773869622492,No,538
AMH (ng/mL),Ejercicio Regular (S/N),40.14740575629588,5.008807930933226e-10,4.563604126263328,0.033112284508947945,0.03616047921014987,0.8492567329096982,No,538
Prolactina (ng/mL),Ejercicio Regular (S/N),0.002961651999822305,0.9566200523644262,0.15627983141601742,0.6927628115302102,1.7967771548428453,0.18067260397306056,No,538
Vitamina D3 (ng/mL),Ejercicio Regular (S/N),0.2252908105352256,0.6352318686316365,2.434019516739357,0.11932053202287278,0.19545551183170837,0.6585932979975324,No,538
Progesterona (ng/mL),Ejercicio Regular (S/N),1.028052975919869,0.31107558537903346,0.005532713359893927,0.9407341177270295,0.014382033536382625,0.9045875730614791,No,538
Glucosa (mg/dl),Ejercicio Regular (S/N),1.446839725765742,0.22956876115876068,0.6603467069490967,0.4167996937081708,0.0005395245020318189,0.9814773464915437,No,538
Aumento Peso (S/N),Ejercicio Regular (S/N),133.45054049570524,1.0421980919585328e-27,2.908851841499257,0.08867610162992298,1.7032152098855442,0.1924301067159134,No,538
Crecimiento Vello (S/N),Ejercicio Regular (S/N),149.3678424686,1.8453070867674878e-30,0.13844560964152794,0.7099788117736159,2.7935053147884816,0.09523284888097952,No,538
Oscurecimiento Piel (S/N),Ejercicio Regular (S/N),155.48745950134008,1.6811883844809585e-31,4.840961734035992,0.028218902538153484,0.052948876705897194,0.8180973438419308,No,538
Pérdida Cabello (S/N),Ejercicio Regular (S/N),17.380795452570624,3.568774652320154e-05,0.09833050793484621,0.7539648116929174,3.552801682928746,0.05998776143217454,No,538
Acné (S/N),Ejercicio Regular (S/N),47.152432118741025,1.831013943429515e-11,2.870690142530737,0.09078925133550729,14.155636925338591,0.0001869188149522925,Sí,538
Comida Rápida (S/N),Ejercicio Regular (S/N),91.71856596114566,3.720852229471306e-20,1.1218392342977992,0.2900016160705591,5.6359492442815915,0.01794845691281744,Sí,538
Presión Sistólica (mmHg),Ejercicio Regular (S/N),0.03500776995818896,0.8516504441629228,0.4210760878972807,0.5166795533974224,1.0213596151901143,0.3126544221632001,No,538
Presión Diastólica (mmHg),Ejercicio Regular (S/N),0.9231846492680535,0.3370750241726561,1.7620778707757352,0.184932765178973,0.046682858411785676,0.8290217992898185,No,538
Num Folículos (I),Ejercicio Regular (S/N),308.3244112073194,8.041349433089767e-55,0.46092290284503706,0.49748710020556364,0.8447907780938257,0.35844516882723876,No,538
Num Folículos (D),Ejercicio Regular (S/N),388.0929259340529,2.417971011935333e-65,0.023172685426882705,0.8790663647031794,2.5638024051049504,0.10992670471504948,No,538
Tamaño Folículo Prom (I) (mm),Ejercicio Regular (S/N),8.889733404398845,0.0029986183451750155,0.19595168255362072,0.6581878171961126,0.8030404509606943,0.37058965894114293,No,538
Tamaño Folículo Prom (D) (mm),Ejercicio Regular (S/N),4.585493891144922,0.03269560247247533,0.6419306471086932,0.4233688921084958,1.7330745732008292,0.18858346999507924,No,538
Endometrio (mm),Ejercicio Regular (S/N),5.560731235735079,0.018727273296909104,3.2127583369631973,0.07363214584770227,0.22298907211461622,0.6369646847150916,No,538
